Location,Corg,Sample_ID,x,y,Cluster,Plot_ID,pythagoras,X402.44,X408.40,X414.35,X420.29,X426.22,X432.14,X438.05,X443.96,X449.85,X455.73,X461.60,X467.46,X473.31,X479.15,X484.98,X490.80,X496.61,X502.41,X508.20,X513.98,X519.75,X525.50,X531.25,X536.98,X542.71,X548.42,X554.12,X559.82,X565.50,X571.17,X576.82,X582.47,X588.11,X593.73,X599.34,X604.95,X610.54,X616.12,X621.68,X627.24,X632.78,X638.31,X643.84,X649.34,X654.84,X660.33,X665.80,X671.26,X676.71,X682.15,X687.57,X692.98,X698.38,X703.77,X709.15,X714.51,X719.86,X725.20,X730.52,X735.84,X741.14,X746.42,X751.70,X756.96,X762.21,X767.45,X772.67,X777.88,X783.08,X788.26,X793.43,X798.59,X803.73,X808.86,X813.98,X819.09,X824.18,X829.25,X834.32,X839.37,X844.40,X849.42,X854.43,X859.43,X864.41,X869.38,X874.33,X879.27,X884.19,X889.10,X894.00,X898.88,X903.75,X908.60,X913.44,X918.27,X923.08,X927.87,X932.65,X937.42,X942.17,X946.91,X951.63,X956.34,X961.03,X965.71,X970.37,X975.02,X979.65,X984.26,X988.87,X993.45,X998.02,X1103.4,X1108.7,X1114.0,X1119.3,X1124.6,X1129.8,X1135.1,X1140.4,X1145.6,X1150.8,X1156.1,X1161.3,X1166.5,X1171.7,X1176.9,X1182.1,X1187.2,X1192.4,X1197.6,X1202.7,X1207.9,X1213.0,X1218.1,X1223.2,X1228.3,X1233.4,X1238.5,X1243.6,X1248.7,X1253.8,X1258.9,X1263.9,X1269.0,X1274.0,X1279.1,X1284.1,X1289.1,X1294.2,X1299.2,X1304.2,X1309.2,X1314.2,X1319.2,X1324.2,X1329.2,X1334.2,X1339.1,X1344.1,X1349.1,X1354.0,X1359.0,X1363.9,X1368.9,X1373.8,X1378.7,X1383.6,X1388.6,X1393.5,X1398.4,X1403.3,X1408.2,X1413.1,X1418.0,X1422.9,X1427.7,X1432.6,X1437.5,X1442.3,X1447.2,X1452.0,X1456.9,X1461.7,X1466.6,X1471.4,X1476.2,X1481.0,X1485.9,X1490.7,X1495.5,X1500.3,X1505.1,X1509.9,X1514.6,X1519.4,X1524.2,X1529.0,X1533.7,X1538.5,X1543.2,X1548.0,X1552.7,X1557.5,X1562.2,X1566.9,X1571.6,X1576.4,X1581.1,X1585.8,X1590.5,X1595.1,X1599.8,X1604.5,X1609.2,X1613.8,X1618.5,X1623.2,X1627.8,X1632.4,X1637.1,X1641.7,X1646.3,X1650.9,X1655.6,X1660.2,X1664.8,X1669.3,X1673.9,X1678.5,X1683.1,X1687.6,X1692.2,X1696.7,X1701.3,X1705.8,X1710.3,X1714.9,X1719.4,X1723.9,X1728.4,X1732.9,X1737.4,X1741.8,X1746.3,X1750.8,X1755.2,X1759.7,X1764.1,X1768.6,X1773.0,X1777.4,X1781.8,X1786.2,X1790.6,X1795.0,X1799.4,X1803.7,X1808.1,X1812.5,X1816.8,X1821.2,X1825.5,X1829.8,X1834.1,X1838.4,X1842.7,X1847.0,X1851.3,X1855.6,X1859.9,X1864.1,X1868.4,X1872.6,X1876.8,X1881.1,X1885.3,X1889.5,X1893.7,X1897.9,X1902.1,X1906.3,X1910.4,X1914.6,X1918.8,X1922.9,X1927.0,X1931.2,X1935.3,X1939.4,X1943.5,X1947.6,X1951.7,X1955.8,X1959.9,X1963.9,X1968.0,X1972.1,X1976.1,X1980.1,X1984.2,X1988.2,X1992.2,X1996.2,X2000.2,X2004.2,X2008.2,X2012.2,X2016.2,X2020.1,X2024.1,X2028.0,X2032.0,X2035.9,X2039.9,X2043.8,X2047.7,X2051.6,X2055.5,X2059.4,X2063.3,X2067.2,X2071.1,X2075.0,X2078.9,X2082.7,X2086.6,X2090.5,X2094.3,X2098.2,X2102.0,X2105.9,X2109.7,X2113.6,X2117.4,X2121.2,X2125.0,X2128.9,X2132.7,X2136.5,X2140.3,X2144.1,X2148.0,X2151.8,X2155.6,X2159.4,X2163.2,X2167.0,X2170.8,X2174.6,X2178.4,X2182.2,X2186.0,X2189.8,X2193.6,X2197.4,X2201.2,X2205.0,X2208.9,X2212.7,X2216.5
1A,2.503333333,1,700326.45,5697272.35,5,2,1.937938322,0.067678428,0.057428228,0.047680264,0.043024605,0.03911186,0.035560022,0.034209799,0.031920573,0.030260657,0.029707678,0.027659974,0.026339241,0.025217087,0.024036972,0.023417259,0.023148828,0.022700741,0.023210922,0.023584214,0.023866592,0.023961857,0.024001449,0.024285801,0.024418953,0.024245887,0.024467166,0.024518782,0.024996407,0.025483263,0.026076922,0.026784958,0.027960272,0.028763326,0.028856141,0.02874118,0.028711351,0.029297519,0.02931744,0.029624823,0.030219826,0.030859065,0.031116914,0.031481317,0.031736142,0.032476482,0.032481988,0.032309453,0.032265464,0.032490028,0.032802777,0.033241375,0.033597352,0.034039645,0.034810367,0.035592075,0.036292356,0.036942716,0.037613445,0.038394165,0.039252474,0.040229116,0.041027841,0.041902306,0.042534748,0.043340335,0.044309602,0.045420952,0.046457058,0.047415516,0.048211057,0.049006214,0.049923575,0.05077755,0.051710288,0.052637784,0.05355938,0.054566045,0.055509544,0.056289718,0.057172362,0.058233816,0.059334223,0.060449195,0.06160286,0.062591855,0.063220269,0.064415029,0.065277049,0.066328263,0.067349399,0.068323566,0.069291256,0.070585457,0.071901504,0.073203569,0.074131008,0.075378464,0.076589402,0.077893084,0.07952941,0.081268535,0.083261833,0.085394277,0.086838808,0.088663767,0.090610265,0.092765926,0.095429561,0.097201557,0.100081514,0.102604814,0.105677443,0.108678851,0.110564902,0.111405715,0.112568336,0.113450563,0.114187274,0.115315115,0.116224304,0.116659042,0.117402236,0.11803088,0.118708621,0.119763543,0.120336378,0.121291277,0.122083165,0.122575693,0.123162407,0.12385924,0.124536622,0.125220585,0.125912777,0.126504947,0.127219783,0.127999055,0.128878063,0.129408735,0.130220699,0.130845823,0.131527226,0.13214556,0.132660339,0.133104625,0.133521939,0.133870814,0.134248569,0.134657151,0.13497118,0.135380016,0.135636198,0.135838268,0.136168209,0.136463061,0.136663993,0.136964813,0.137169327,0.137339869,0.13745116,0.137567472,0.1376851,0.137730959,0.137849535,0.13801371,0.137802882,0.137377866,0.1361603,0.134437145,0.131882812,0.128575219,0.124619968,0.121062158,0.117624249,0.114916723,0.113812439,0.113455007,0.113029704,0.112937959,0.112666439,0.112619,0.112798855,0.113028457,0.11339834,0.113868261,0.114518058,0.115676279,0.116798519,0.118153579,0.119615482,0.121002454,0.122511743,0.123925414,0.125366707,0.126645377,0.128066587,0.129175921,0.130399375,0.131491963,0.132640125,0.13370224,0.134745898,0.13584528,0.137047385,0.138051507,0.139198542,0.140072292,0.141174136,0.142073454,0.142948938,0.143772792,0.144598155,0.145317541,0.145810512,0.146417856,0.147110865,0.147688601,0.148205096,0.148899943,0.149252727,0.149739913,0.150189121,0.150645403,0.150992669,0.151246905,0.15156494,0.15182972,0.151918582,0.152082533,0.152221947,0.152462919,0.152443856,0.152482834,0.152536927,0.152489417,0.152431795,0.152526819,0.152304773,0.152231885,0.152196085,0.152047023,0.152058627,0.151919077,0.151964898,0.151973156,0.15189595,0.151802218,0.151768332,0.151751695,0.151683176,0.151774758,0.15156185,0.151667476,0.15170561,0.151775954,0.151824543,0.152204912,0.152279167,0.152621067,0.152940782,0.153187024,0.153024748,0.152964298,0.152931039,0.153046517,0.152991424,0.152714353,0.152299539,0.151671816,0.150896506,0.149367191,0.147362817,0.144779123,0.141281873,0.13652269,0.130897954,0.123733561,0.115556136,0.106380037,0.09743526,0.089956365,0.08392825,0.079496675,0.076418798,0.074523046,0.073476347,0.072635438,0.072295199,0.072277117,0.072491194,0.072799491,0.073865818,0.075102997,0.076098172,0.077696268,0.078999145,0.080418306,0.082116211,0.083747284,0.085584038,0.086922327,0.088804833,0.09063585,0.092417587,0.094007157,0.095610236,0.097583618,0.099255892,0.100855312,0.102617197,0.10402854,0.105684179,0.107223373,0.108886486,0.110299577,0.11147437,0.113139574,0.114473957,0.115851995,0.116686387,0.117976419,0.119550954,0.120942135,0.122283729,0.123565349,0.124603829,0.125694124,0.126803751,0.128204058,0.129467715,0.130116211,0.131406135,0.132412069,0.133680642,0.134978332,0.135876116,0.137215219,0.137387734,0.139377984,0.140452041,0.141437114,0.142358568,0.143673727,0.145381572,0.147077494,0.147131654,0.150617369,0.151298566,0.152335618,0.156797776,0.16040021,0.160509294,0.164650397,0.165572803,0.165672877,0.170941957,0.171130863,0.175807741,0.17658352,0.182369167,0.182543583,0.183208379
2B,2.43,2,700332.45,5697266.65,5,3,1.305087125,0.118427251,0.100061511,0.08430131,0.074542814,0.065575035,0.058295584,0.054839736,0.050369202,0.047204566,0.045546212,0.0417503,0.038606638,0.036123502,0.033997836,0.03276363,0.032007494,0.03129176,0.031822366,0.032325519,0.032807283,0.032874106,0.032991962,0.033155226,0.032974714,0.03237565,0.032323172,0.032353429,0.032974375,0.033816622,0.034810445,0.03612118,0.037984818,0.039306464,0.039473419,0.03902086,0.038700678,0.039135897,0.039351692,0.039612833,0.040566563,0.041313034,0.041812003,0.041977435,0.04240084,0.042892165,0.042685072,0.041964563,0.041677501,0.041494655,0.041648823,0.04190606,0.042205026,0.04269344,0.043505232,0.044444021,0.045399878,0.046071963,0.046896951,0.0478588,0.048870837,0.050090488,0.051098895,0.052059682,0.052964253,0.053838314,0.055143715,0.05650093,0.057746002,0.058923864,0.059972136,0.06095812,0.062074025,0.063043824,0.064200753,0.065241475,0.066351596,0.067604978,0.068723056,0.069679929,0.07084213,0.072091066,0.073423249,0.074852771,0.076403545,0.077698642,0.078503985,0.079969759,0.081326107,0.082604096,0.083592294,0.084566679,0.085795728,0.087432072,0.089078681,0.090742987,0.092177445,0.093694587,0.095571389,0.097477539,0.099671004,0.102141094,0.105033647,0.107861611,0.110552165,0.113413255,0.116337216,0.119941446,0.123500169,0.127362344,0.131898783,0.136553447,0.141646478,0.1478595,0.123281275,0.12434805,0.125551109,0.126676817,0.127413653,0.128658123,0.129602558,0.129933526,0.130808644,0.131487311,0.132198402,0.133191158,0.133817243,0.134636767,0.135482209,0.135953472,0.136624747,0.137240322,0.138014803,0.138722591,0.139453173,0.139995028,0.140626944,0.141551207,0.142270086,0.142969113,0.143758048,0.144500555,0.145101548,0.145710055,0.14614215,0.146729847,0.147021998,0.147445947,0.147795852,0.148142724,0.148507596,0.148929154,0.149311621,0.149596563,0.149881623,0.15023167,0.150533943,0.150740023,0.151018454,0.151259815,0.151355783,0.15146165,0.151627129,0.15156484,0.151692501,0.151724684,0.151777229,0.151314545,0.150046961,0.148308953,0.145799449,0.142426767,0.138536805,0.134963277,0.13164356,0.129043456,0.128042709,0.127845536,0.127589987,0.127492517,0.127377473,0.127527578,0.127696157,0.127964357,0.128434323,0.129032077,0.129536548,0.130620104,0.131644092,0.1330998,0.134595052,0.135840517,0.137452136,0.138823655,0.140220311,0.141454719,0.142816091,0.143969623,0.145061868,0.146144617,0.147265716,0.148310256,0.14924578,0.150354125,0.151500965,0.152522056,0.153556437,0.154383158,0.155593573,0.156348252,0.157200859,0.157932134,0.158737243,0.159440771,0.159942518,0.160540598,0.161194142,0.161636695,0.161967648,0.16260618,0.16292278,0.163465431,0.163678304,0.164068267,0.164456103,0.164842306,0.165239707,0.165497267,0.165619181,0.165601126,0.165640974,0.165702676,0.165497664,0.165494355,0.165343783,0.165285853,0.165309646,0.165316344,0.165081913,0.165010839,0.164956109,0.1650005,0.164866527,0.164739208,0.164679221,0.164670492,0.164606023,0.164512182,0.164429733,0.16442866,0.164490892,0.164593569,0.164338327,0.164662853,0.164621047,0.164681003,0.164610425,0.165252867,0.165205328,0.165517689,0.165800491,0.165893785,0.165484045,0.16567622,0.1657132,0.165720945,0.165571959,0.165185655,0.164947831,0.164281727,0.163650616,0.162223002,0.160167586,0.157753117,0.154217102,0.149591959,0.144161156,0.137182901,0.128879779,0.119929692,0.110880926,0.103053073,0.096729014,0.092022527,0.088887339,0.086797984,0.085836984,0.085054439,0.0847422,0.084828424,0.085168884,0.08536549,0.086719499,0.087886561,0.089038278,0.090491605,0.092191354,0.093596484,0.09521665,0.097021937,0.098595919,0.100504397,0.102243754,0.104178011,0.105904559,0.107669599,0.109232655,0.111428423,0.11318653,0.114449625,0.116385,0.118001052,0.119603376,0.120921866,0.122560025,0.124316394,0.125476111,0.126850824,0.128295898,0.129781454,0.130223363,0.13165074,0.133349245,0.134482037,0.135856897,0.137116001,0.138549629,0.13859312,0.14064017,0.142007889,0.143442967,0.144124545,0.145102254,0.146231076,0.147383779,0.149091059,0.149817257,0.151619814,0.151779679,0.153806029,0.155380365,0.156287695,0.157771444,0.159317392,0.161172838,0.163124634,0.164544316,0.167162907,0.171875214,0.17395941,0.177453407,0.183438414,0.185801687,0.192498386,0.194467439,0.19575456,0.203371912,0.202841944,0.21213109,0.213811464,0.218324362,0.219226093,0.219859786
3A,2.413333333,3,700340.55,5697262.2,5,4,1.727463432,0.061326753,0.052702786,0.045445651,0.040829271,0.037170351,0.034622266,0.033169484,0.031362094,0.029962576,0.029247917,0.027997898,0.026906374,0.025787621,0.025111802,0.024606549,0.024319256,0.024008075,0.024513229,0.025069584,0.025380071,0.025584831,0.025743402,0.026066137,0.026300974,0.02636659,0.026599097,0.026887854,0.027390087,0.02802757,0.028704313,0.029468741,0.030664704,0.03135995,0.031686965,0.0315266,0.03173891,0.032289779,0.032457275,0.032971878,0.03350985,0.034246266,0.034772314,0.034950938,0.035637004,0.036501518,0.036646637,0.03658834,0.036730444,0.037057797,0.037617121,0.038188484,0.038674323,0.039265107,0.040147739,0.041100328,0.042097958,0.042777814,0.043662125,0.04454848,0.045576189,0.046744539,0.047744868,0.048738495,0.049515394,0.050406358,0.051549736,0.052834717,0.054072383,0.055181323,0.056097306,0.057040923,0.058139596,0.059117253,0.060331235,0.061404035,0.062517704,0.063757317,0.064751117,0.065576017,0.066569246,0.067803435,0.06901345,0.070362785,0.071769782,0.072826829,0.073630633,0.074792631,0.07584063,0.076959719,0.078171541,0.079323195,0.080561443,0.082149072,0.083531072,0.084811528,0.085938543,0.087110988,0.088469141,0.089903036,0.091358452,0.093304666,0.095595856,0.097767034,0.099133216,0.101457588,0.10350404,0.105562011,0.108080161,0.109878219,0.112402672,0.115482611,0.117921484,0.120663739,0.124221835,0.125512818,0.126798126,0.127802453,0.128704738,0.129781405,0.130869954,0.131225493,0.132198751,0.132755785,0.133469966,0.134545261,0.135315285,0.136201838,0.136948483,0.137532916,0.138123449,0.138875277,0.139517595,0.140253952,0.141058324,0.141747659,0.14251873,0.14325322,0.144185527,0.144840978,0.145699716,0.14642077,0.146974805,0.147801444,0.148454035,0.14883153,0.14934644,0.14957632,0.149985447,0.150339964,0.150674535,0.15106022,0.151383013,0.151648914,0.151899168,0.152243215,0.152497184,0.152793159,0.153071758,0.153257621,0.153301636,0.153521469,0.153645704,0.153724755,0.153862734,0.153930378,0.153684761,0.153261114,0.151852486,0.14987193,0.146954429,0.143211561,0.138935127,0.134860235,0.131069232,0.127987079,0.126871376,0.126513036,0.126216296,0.126120979,0.125800184,0.126037922,0.126196333,0.126533587,0.126896975,0.127318311,0.128222692,0.129410294,0.130792623,0.132356415,0.133981367,0.135474933,0.137188289,0.138559277,0.140141269,0.141579067,0.143030952,0.144288075,0.145465245,0.14676118,0.147969664,0.149120486,0.150144461,0.151419738,0.152617824,0.153731303,0.154803982,0.155722889,0.15693198,0.157981616,0.158780854,0.159796992,0.160732309,0.161500693,0.161989343,0.162654014,0.163321458,0.163959534,0.164574257,0.165245064,0.165707781,0.16615076,0.166480245,0.167229408,0.167520061,0.167904327,0.168141046,0.168427059,0.168475085,0.168557276,0.168663905,0.168818622,0.168762912,0.168907028,0.168832684,0.16873216,0.168766001,0.168740705,0.168478761,0.168315966,0.168358165,0.168203558,0.168256902,0.168151648,0.168077609,0.16803811,0.16809957,0.167853303,0.167911259,0.167839021,0.167652529,0.167749867,0.167620549,0.16769319,0.167620051,0.167682416,0.167613275,0.167933274,0.168036126,0.168475912,0.168853915,0.168876726,0.168848987,0.168876003,0.169053989,0.169066216,0.168903976,0.168590881,0.168038779,0.167258968,0.166401487,0.164832666,0.162565282,0.159790739,0.15573276,0.150612635,0.144209298,0.136265144,0.127295224,0.117116769,0.107460608,0.098997907,0.092166412,0.087339087,0.084258059,0.08205221,0.080752072,0.080026723,0.079708667,0.079645679,0.079851728,0.080595062,0.081624,0.082929762,0.084212395,0.086045421,0.087415979,0.089159645,0.090927248,0.092820492,0.094616637,0.096516145,0.098598034,0.10061144,0.102475977,0.104327881,0.106175002,0.108032383,0.110067797,0.111768564,0.113608087,0.115530839,0.117343259,0.119044073,0.120501364,0.122400821,0.123534532,0.125465828,0.127002449,0.128279016,0.129248377,0.130989654,0.13242789,0.133913329,0.135507055,0.136611016,0.137905714,0.138161206,0.140506651,0.141773083,0.143036725,0.143738395,0.145423896,0.146473888,0.147683442,0.149008673,0.149910376,0.151799398,0.151879005,0.153718645,0.155024735,0.156245814,0.157192249,0.159253306,0.16014899,0.162149424,0.162724671,0.164831659,0.167371507,0.169646633,0.17350689,0.17634107,0.178224019,0.183328516,0.183782102,0.184585431,0.189310981,0.188656054,0.197342853,0.197853032,0.203066759,0.202148025,0.201694625
4B,2.403333333,4,700352.7,5697270.35,5,5,1.516402915,0.075799286,0.06522224,0.055454979,0.049488035,0.044794433,0.040768763,0.039341999,0.036542673,0.034586808,0.033889612,0.031813539,0.03009022,0.028743972,0.027480565,0.026808158,0.026385918,0.025988174,0.026468973,0.026960544,0.027271296,0.027385521,0.02755034,0.02786357,0.027823542,0.027660636,0.027880786,0.027962215,0.02846172,0.029079372,0.029836792,0.030584692,0.031943079,0.032906763,0.033064182,0.032831794,0.032904745,0.033412092,0.033419566,0.033793701,0.034464097,0.035103269,0.035568453,0.035729981,0.036225904,0.03686539,0.03690932,0.036483686,0.036469038,0.036594283,0.036909111,0.037286572,0.037622563,0.038102687,0.038834744,0.03970318,0.040494147,0.041095763,0.041881299,0.042682342,0.043560952,0.044578639,0.045450467,0.046293774,0.047048724,0.047853253,0.048871013,0.04998111,0.051103783,0.05209659,0.052896004,0.053773815,0.054721767,0.055630387,0.056571228,0.057445103,0.058425651,0.059438785,0.060392772,0.061255065,0.062155878,0.063154785,0.064329084,0.065410598,0.066676531,0.067598579,0.068290339,0.069474493,0.070328792,0.071391804,0.072435098,0.073363678,0.074416434,0.075632378,0.077026173,0.078255717,0.079373353,0.080421498,0.081778048,0.08318446,0.08468971,0.086626825,0.088864378,0.090955138,0.092503481,0.094428849,0.096738739,0.099036528,0.101516146,0.103956622,0.1068236,0.10951852,0.113336535,0.116180695,0.111540753,0.112573874,0.11364811,0.114694865,0.11539434,0.116454954,0.117339115,0.117597707,0.118406283,0.118923957,0.119507221,0.120441571,0.121049761,0.121831756,0.122500526,0.122943838,0.123601124,0.124109502,0.124924784,0.125403241,0.126123418,0.126682562,0.127217548,0.127946552,0.128756696,0.129282191,0.129972497,0.130555702,0.131149095,0.131767446,0.132125584,0.132532504,0.132904572,0.133216652,0.133502359,0.133829818,0.13411246,0.134506056,0.134813005,0.135023426,0.135304816,0.135664204,0.1358877,0.136086383,0.136368198,0.136529445,0.136612343,0.136727838,0.136887564,0.136833851,0.136945528,0.136944963,0.136920778,0.136565728,0.135499489,0.133905708,0.131598788,0.128516514,0.124978407,0.121761416,0.118659646,0.116287506,0.115285309,0.115089536,0.114819271,0.114725816,0.114543957,0.114586737,0.114720554,0.11495063,0.115308541,0.115730135,0.1163107,0.117252652,0.118313748,0.119606249,0.120972947,0.122081503,0.123471654,0.124691863,0.12606791,0.12720398,0.128493211,0.129452319,0.130514663,0.131590736,0.132491637,0.133456647,0.134377072,0.135403887,0.136420504,0.137429079,0.138254774,0.139095518,0.140172459,0.14094862,0.141758909,0.142401985,0.143102737,0.143720212,0.144164115,0.144715335,0.145361925,0.14581412,0.146160137,0.146678803,0.147091861,0.147463802,0.147820485,0.14819808,0.148509887,0.148847582,0.14917719,0.149368553,0.149496824,0.149580156,0.149598386,0.149748087,0.149627863,0.149691766,0.149592258,0.149589501,0.149636206,0.149538913,0.149360189,0.149352481,0.149278093,0.1492739,0.14918444,0.149171955,0.149098594,0.149104366,0.149067831,0.148886227,0.148875764,0.148910927,0.148861693,0.148936951,0.148794511,0.149019665,0.14902792,0.149097618,0.149022934,0.149390834,0.149481076,0.149672989,0.14998964,0.150125775,0.149895312,0.149920728,0.15002117,0.15004049,0.149907987,0.149599769,0.149265931,0.148593638,0.147960353,0.146522523,0.144703876,0.142493729,0.139302574,0.134902227,0.129910689,0.123531857,0.116059303,0.107813326,0.099747748,0.092820005,0.087192721,0.083010348,0.080172943,0.078377378,0.077250162,0.076640911,0.076333307,0.076264504,0.076507371,0.076816142,0.077861227,0.078917247,0.079994155,0.081231167,0.082715433,0.083983617,0.085381756,0.086891616,0.088541867,0.090098171,0.091707394,0.09340248,0.09503569,0.096627012,0.098120925,0.099790146,0.101416871,0.102779896,0.10420288,0.105808353,0.107198105,0.108487181,0.109999139,0.11139406,0.112511705,0.113759026,0.115030722,0.116332422,0.116743286,0.11817586,0.1195576,0.120607736,0.122033769,0.12304351,0.124106729,0.125283607,0.126061363,0.127291937,0.12877123,0.128845786,0.130225445,0.130946339,0.132214249,0.133178828,0.133983843,0.135401951,0.135696363,0.137422268,0.138625086,0.139116595,0.140382066,0.14141524,0.142651559,0.144548134,0.144793647,0.146617199,0.149826394,0.150213916,0.153418288,0.155755004,0.157913853,0.162074007,0.162435167,0.162772163,0.167257292,0.16791199,0.173068965,0.173481069,0.177996067,0.179584119,0.176143865
5A,2.35,5,700359.1,5697258.7,5,6,1.278968099,0.07243336,0.062643063,0.05305625,0.047497219,0.043064117,0.03950517,0.037459823,0.035141579,0.033136997,0.032565129,0.030594058,0.02920159,0.027766497,0.026731758,0.026040563,0.025688552,0.025326629,0.025893773,0.026320525,0.02677746,0.026814558,0.026967498,0.027105379,0.027285893,0.027204536,0.027450559,0.027638884,0.028148851,0.028759024,0.02950082,0.030304725,0.031609513,0.032484383,0.032709237,0.032492379,0.032435131,0.032998397,0.03328676,0.033569717,0.034353214,0.034930125,0.035478801,0.035642847,0.036214575,0.036883784,0.037066317,0.036823112,0.036920757,0.037096495,0.037530513,0.037996502,0.038433711,0.038991205,0.039804074,0.04072358,0.041605521,0.042300572,0.04316018,0.044001434,0.044991771,0.046096539,0.047085671,0.048039004,0.048830858,0.049651963,0.050868029,0.052099359,0.053337817,0.05440138,0.055267607,0.056201426,0.057218415,0.058250631,0.059357472,0.060333193,0.061460231,0.062674341,0.063706525,0.064562578,0.065503233,0.066796476,0.067949799,0.069162925,0.070578747,0.071671115,0.072489048,0.073723443,0.074761151,0.075776917,0.076940062,0.077965848,0.079163224,0.080675746,0.082118033,0.083529604,0.084657552,0.085779707,0.087281848,0.088738287,0.090517329,0.092483597,0.094632654,0.097166579,0.098676441,0.10074594,0.103185643,0.10557622,0.108340832,0.110338701,0.113355712,0.116004392,0.119727871,0.122770296,0.122613771,0.123729667,0.125121362,0.126171097,0.127104176,0.128218932,0.129289394,0.12965732,0.130561884,0.131208529,0.131877832,0.132958604,0.133797273,0.134708801,0.135475352,0.136051339,0.136630822,0.137457401,0.138220763,0.138882401,0.139672823,0.140377376,0.141128713,0.141926873,0.142842659,0.143538488,0.144315846,0.145125694,0.14576378,0.146569623,0.147126858,0.14762127,0.148053639,0.148459622,0.148806639,0.149211783,0.14962808,0.150050703,0.15036181,0.1506801,0.150996566,0.151319312,0.151595821,0.151839768,0.152146961,0.152352097,0.152502006,0.152699653,0.152852765,0.152897482,0.153060048,0.153074871,0.152930675,0.152585787,0.151224705,0.149333158,0.146621292,0.142957509,0.138771764,0.134890997,0.131212215,0.128239606,0.12713299,0.126878161,0.126538877,0.126446476,0.126175844,0.126347146,0.126465252,0.126795484,0.127178453,0.127617979,0.128410465,0.129591214,0.130909936,0.13249825,0.134062523,0.135471631,0.137143839,0.138577062,0.140046718,0.141486541,0.142943995,0.144231668,0.145461029,0.14669858,0.147874178,0.149074769,0.150109837,0.151316665,0.152544188,0.153709527,0.154888134,0.155769601,0.157000026,0.157911427,0.158795569,0.159753861,0.160607071,0.161368076,0.161878773,0.162545803,0.163240084,0.163823612,0.16431228,0.164955033,0.165536818,0.166009746,0.166346722,0.166923359,0.167183885,0.167584281,0.167816189,0.168087292,0.16819388,0.168359731,0.16858474,0.168777616,0.168725452,0.168751228,0.168689457,0.16868521,0.16869146,0.168638358,0.168440459,0.168375372,0.168373848,0.16830555,0.168290144,0.168230802,0.168122548,0.168213126,0.168153464,0.168007281,0.168011668,0.16793819,0.167774549,0.167922088,0.16773534,0.167858639,0.167893334,0.168046044,0.168042073,0.168349361,0.168507989,0.16878126,0.169169795,0.169294305,0.169149804,0.169204489,0.169264718,0.169364761,0.169213498,0.168876059,0.168438003,0.167692063,0.166933314,0.165323295,0.16317569,0.160474991,0.156532906,0.151430216,0.145321298,0.1375411,0.128682323,0.118746005,0.109262226,0.100917446,0.09419168,0.089403748,0.086267642,0.084148296,0.082774937,0.082108995,0.081656897,0.081617797,0.081836865,0.082427445,0.083495528,0.084739777,0.085917081,0.08767621,0.089190308,0.090771433,0.092491359,0.094369643,0.096263553,0.098066112,0.100030008,0.102080243,0.103960275,0.105784847,0.107531824,0.109462044,0.11133686,0.112960278,0.114848364,0.116704818,0.118536327,0.120139486,0.121703426,0.123553736,0.124680398,0.12651057,0.127985359,0.129490339,0.13040231,0.131916375,0.133610898,0.134914525,0.13658127,0.137637064,0.139108475,0.140197414,0.141520987,0.142869454,0.144337517,0.14497164,0.146364625,0.147522438,0.148606151,0.150012998,0.151062313,0.152716239,0.153038161,0.154677595,0.156192622,0.157255176,0.158666909,0.160737568,0.161743865,0.163447912,0.164067614,0.166793826,0.16960006,0.171851287,0.175396444,0.179024643,0.179719438,0.186001391,0.184852157,0.187848103,0.191385152,0.191988554,0.200087714,0.201377736,0.204310348,0.204940112,0.204188094
